,s_r_x,shoulder_right,s_r_z,e_r_x,elbow_right,e_r_z,w_r_x,wrist_right,w_r_z,h_r_x,hand_right,h_r_z,ht_x,handtip_right,ht_z,t_r_x,thumb_right,t_r_z
frame,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
379,-4.03428,-45.9103,1547.87,-280.58,-28.1202,1481.51,-472.226,-126.701,1381.26,-531.25,-205.059,1418.48,-589.818,-266.3,1484.6,-547.992,-253.792,1359.6
380,-1.96716,-45.5884,1548.75,-277.828,-30.6551,1483.96,-455.361,-144.242,1376.23,-503.025,-229.531,1413.26,-552.45,-303.116,1473.26,-524.149,-274.269,1353.07
381,-2.28167,-46.2409,1549.07,-277.944,-37.1166,1484.71,-433.755,-172.847,1370.19,-474.223,-261.073,1408.33,-521.111,-338.04,1465.7,-484.822,-310.897,1349.57
382,-2.62889,-45.8283,1549.59,-278.877,-38.4842,1486.23,-411.863,-191.355,1364.27,-441.002,-279.944,1411.19,-483.333,-363.696,1462.48,-456.374,-333.109,1356.44
383,-2.52557,-45.4566,1547.72,-277.407,-41.6733,1487.04,-387.242,-203.573,1357.14,-404.064,-296.601,1399.67,-425.521,-371.207,1472.14,-401.03,-350.075,1343.94
384,-3.46869,-46.0028,1548.67,-277.092,-42.2247,1482.78,-362.062,-218.918,1353.6,-369.427,-312.633,1397.25,-383.405,-388.947,1469.73,-361.422,-366.179,1342.1
385,-3.27891,-46.3592,1549.95,-274.964,-44.2912,1479.86,-326.232,-238.387,1359.53,-309.707,-315.309,1426.49,-337.015,-394.351,1491.37,-359.467,-372.146,1411.35
386,-3.09609,-45.4379,1551.51,-272.049,-45.5129,1476.65,-315.771,-238.736,1354.24,-286.838,-314.438,1417.48,-281.606,-403.79,1472.97,-291.122,-380.918,1379.56
387,-2.22339,-46.8319,1553.1,-271.107,-50.2892,1480.11,-263.4,-246.758,1356.17,-247.847,-315.163,1431.04,-244.008,-391.715,1502.95,-181.443,-350.864,1418.03
388,-2.16392,-46.4401,1552.32,-270.038,-44.9811,1477.8,-260.89,-239.459,1351.75,-228.988,-311.896,1416.69,-212.368,-386.889,1488.11,-176.489,-354.712,1381.49
389,-1.86098,-50.3838,1553.8,-269.547,-44.5752,1479.11,-230.051,-231.493,1347.72,-189.889,-304.305,1407.4,-158.59,-390.903,1457.55,-140.254,-344.977,1366.08
390,-1.68112,-51.8549,1553.17,-268.126,-46.6763,1478.87,-203.585,-232.027,1357.48,-151.403,-292.932,1420.29,-112.016,-354.494,1494.78,-109.382,-340.479,1378.53
391,-1.71272,-52.2595,1552.57,-265.534,-48.2463,1467.63,-177.044,-220.71,1341.59,-133.725,-283.796,1409.13,-102.73,-352.452,1481.64,-94.1205,-336.517,1371.12
392,-1.8011,-52.95,1552.54,-267.683,-45.5483,1475.08,-161.953,-223.601,1372.51,-104.341,-281.948,1433.2,-77.0213,-332.233,1520.63,-42.263,-303.1,1394.66
393,-1.47298,-51.9882,1553.09,-266.491,-44.3025,1466.59,-136.528,-220.596,1388.18,-80.4507,-260.694,1464.29,-38.6408,-299.431,1552.71,-28.6224,-308.221,1433.98
394,-1.30486,-52.8689,1552.87,-267.317,-42.8882,1468.8,-134.68,-218.95,1393.73,-55.2051,-229.709,1458.03,-21.9149,-266.648,1550.85,3.85676,-189.104,1430.86
395,-0.907198,-49.2426,1552.81,-269.08,-48.8353,1473.85,-109.32,-191.259,1381.27,-56.8694,-224.515,1463.36,-12.3577,-270.357,1547.25,17.6614,-227.421,1445.23
396,-0.92797,-48.169,1553.22,-268.76,-47.3236,1473.9,-107.511,-188.514,1382.49,-51.7265,-217.994,1463.72,7.85458,-263.363,1537.85,22.4818,-215.928,1444.45
397,-0.271186,-48.161,1547.96,-266.545,-33.9751,1466.65,-105.793,-191.64,1408.55,-34.2575,-211.343,1479.48,-7.78355,-236.463,1578.1,34.6701,-198.139,1448.93
398,-0.693128,-47.3847,1548.48,-266.3,-32.2738,1466.06,-103.109,-189.295,1414.23,-30.6054,-206.566,1484.68,27.8633,-236.203,1566.77,37.7049,-192.627,1453.25
399,-2.087,-48.5762,1549.26,-266.735,-28.9647,1462.48,-98.4492,-183.554,1417.51,-28.3839,-206.72,1489.09,71.6243,-235.937,1504.46,40.7681,-186.22,1463.11
400,-1.8452,-47.88,1550.36,-266.561,-29.7426,1463.58,-96.2651,-181.583,1416.98,-29.209,-207.994,1490.28,73.548,-230.977,1488.95,40.8156,-185.674,1468.51
401,-1.84543,-47.8798,1550.36,-266.561,-29.742,1463.58,-96.2655,-181.582,1416.98,-29.2093,-207.993,1490.28,73.5478,-230.976,1488.95,40.8153,-185.674,1468.51
402,-1.84543,-47.8798,1550.36,-266.561,-29.742,1463.58,-96.2655,-181.582,1416.98,-29.2093,-207.993,1490.28,73.5478,-230.976,1488.95,40.8153,-185.674,1468.51
403,-1.84543,-47.8798,1550.36,-266.561,-29.742,1463.58,-96.2655,-181.582,1416.98,-29.2093,-207.993,1490.28,73.5478,-230.976,1488.95,40.8153,-185.674,1468.51
404,-2.27232,-47.3227,1550.96,-266.901,-28.6671,1464.25,-96.6859,-180.558,1417.83,-31.2875,-207.598,1492.35,71.787,-227.057,1483.39,39.1885,-185.139,1472.32
405,-2.27277,-47.3228,1550.96,-266.903,-28.6675,1464.26,-96.6882,-180.559,1417.84,-31.2914,-207.599,1492.36,71.7833,-227.054,1483.4,39.1851,-185.139,1472.33
406,-2.36058,-47.2481,1551,-267.055,-28.4495,1464.53,-96.8877,-180.355,1417.98,-31.5002,-207.364,1492.52,71.5491,-225.941,1481.62,38.9611,-184.813,1472.54
407,-4.25766,-44.3061,1551.46,-269.76,-22.2157,1466.45,-96.3229,-169.136,1413.99,-33.2476,-213.449,1482.27,71.1864,-227.01,1488.39,35.1869,-178.837,1478.4
408,-4.33163,-44.0296,1550.31,-269.534,-18.9629,1464.77,-97.6398,-168.728,1414.87,-33.3302,-214.018,1481.4,71.5679,-225.402,1483.57,34.929,-179.032,1477.14
409,-4.40989,-44.0052,1550.48,-269.698,-18.997,1465.21,-97.8189,-168.734,1415.2,-33.396,-213.974,1481.65,71.5074,-225.319,1483.66,34.8446,-178.97,1477.27
410,-4.35237,-43.8344,1551.09,-269.812,-18.8821,1466.8,-97.242,-166.795,1414.36,-33.9658,-213.611,1480.75,70.9426,-224.556,1480.06,34.951,-180.006,1476.69
411,-4.36245,-43.8384,1551.08,-269.777,-18.8799,1466.65,-97.1791,-166.793,1414.3,-33.9494,-213.619,1480.72,70.965,-224.512,1480.04,34.9724,-180.017,1476.72
412,-4.41325,-43.8812,1551.21,-269.904,-19.0512,1466.97,-97.1939,-166.866,1414.7,-33.8668,-213.571,1481.11,71.0909,-224.017,1480,35.0132,-179.889,1477.05
413,-4.72847,-42.7416,1551.47,-269.994,-18.5977,1465.14,-96.5731,-166.934,1415.4,-32.7561,-213.684,1481.53,72.029,-218.034,1469.01,36.7417,-181.367,1475.49
414,-4.88577,-43.6596,1552.28,-269.832,-18.2361,1465.52,-96.2672,-166.849,1417.34,-33.1073,-212.563,1484.78,71.3418,-214.996,1469.43,36.6224,-180.851,1478.4
415,-4.68695,-43.0135,1552.01,-270.108,-18.1912,1466.17,-96.7208,-166.944,1417.33,-33.4473,-213.316,1484.27,71.1484,-214.699,1469.51,36.0596,-180.883,1478.78
416,-4.70495,-43.0044,1552.17,-270.209,-18.1934,1466.58,-96.8639,-166.963,1417.66,-33.5814,-213.334,1484.59,70.991,-214.605,1469.65,35.9284,-180.911,1479.07
417,-5.19834,-43.4622,1552.8,-269.518,-18.0581,1465,-94.2028,-165.054,1419.36,-31.8584,-214.636,1484.63,72.7806,-212.356,1471.4,37.0941,-180.871,1483.02
418,-5.13378,-43.251,1552.88,-270.25,-18.7613,1467.14,-94.3545,-163.809,1417.54,-32.8781,-214.878,1482.5,70.6893,-210.673,1462.8,37.0729,-183.274,1479.94
419,-5.13317,-43.1684,1553.04,-270.016,-18.5294,1466.39,-94.3682,-164.36,1417.93,-32.414,-213.683,1483.83,71.7647,-210.769,1467.21,37.0898,-181.07,1481.16
420,-5.8552,-42.9531,1552.25,-269.931,-18.4831,1466.04,-95.325,-164.234,1417.25,-30.7469,-211.749,1481.41,73.4523,-211.855,1466.99,37.7847,-177.95,1476.5
421,-6.13146,-43.7683,1553.12,-269.726,-18.4532,1466,-95.081,-164.265,1417.93,-31.5992,-213.772,1481.62,71.6863,-207.724,1462.83,37.0274,-179.99,1478.77
422,-5.91443,-43.5467,1553.54,-269.985,-18.689,1466.88,-94.6505,-164.598,1420.57,-31.8745,-212.78,1486.11,71.0233,-207.945,1464.49,37.5374,-180.675,1481.49
423,-6.3886,-42.9747,1553.62,-269.984,-18.1171,1465.33,-94.5892,-164.119,1419.27,-31.8631,-211.937,1485.16,71.2167,-208.062,1464.1,37.6258,-179.998,1480.26
424,-7.1387,-42.7508,1553.28,-271.984,-19.2767,1465.78,-94.9766,-163.908,1418.15,-32.0666,-211.925,1484.19,71.7391,-208.508,1465.19,37.4101,-179.341,1479.91
425,-7.23674,-42.7916,1553.38,-272.29,-19.3534,1466.46,-95.3706,-164.069,1418.72,-32.8491,-212.467,1484.85,70.7211,-208.147,1464.76,36.7756,-180.159,1480.84
426,-7.23793,-42.7949,1553.38,-272.3,-19.3598,1466.48,-95.3814,-164.074,1418.74,-32.8584,-212.472,1484.87,70.7019,-208.116,1464.73,36.7665,-180.165,1480.85
427,-7.29075,-42.7949,1553.21,-272.474,-19.2061,1466.75,-95.6554,-163.895,1418.59,-32.7224,-212.173,1484.41,70.6003,-207.233,1463.23,36.8358,-179.777,1480.01
428,-7.29075,-42.7949,1553.21,-272.474,-19.2061,1466.75,-95.6554,-163.895,1418.59,-32.7224,-212.173,1484.41,70.6003,-207.233,1463.23,36.8358,-179.777,1480.01
429,-7.29075,-42.7949,1553.21,-272.474,-19.2061,1466.75,-95.6554,-163.895,1418.59,-32.7224,-212.173,1484.41,70.6003,-207.233,1463.23,36.8358,-179.777,1480.01
430,-7.29124,-42.7948,1553.21,-272.475,-19.2046,1466.75,-95.6582,-163.895,1418.59,-32.7282,-212.176,1484.42,70.5941,-207.234,1463.23,36.831,-179.782,1480.01
431,-7.29438,-42.7938,1553.21,-272.48,-19.1938,1466.76,-95.6718,-163.89,1418.59,-32.7349,-212.174,1484.4,70.5816,-207.225,1463.19,36.825,-179.783,1479.99
432,-7.29438,-42.7938,1553.21,-272.48,-19.1938,1466.76,-95.6718,-163.89,1418.59,-32.7349,-212.174,1484.4,70.5816,-207.225,1463.19,36.825,-179.783,1479.99
433,-7.29438,-42.7938,1553.21,-272.48,-19.1938,1466.76,-95.6718,-163.89,1418.59,-32.7349,-212.174,1484.4,70.5816,-207.225,1463.19,36.825,-179.783,1479.99
434,-7.29438,-42.7938,1553.21,-272.48,-19.1938,1466.76,-95.6718,-163.89,1418.59,-32.7349,-212.174,1484.4,70.5816,-207.225,1463.19,36.825,-179.783,1479.99
435,-7.29438,-42.7938,1553.21,-272.48,-19.1938,1466.76,-95.6718,-163.89,1418.59,-32.7349,-212.174,1484.4,70.5816,-207.225,1463.19,36.825,-179.783,1479.99
436,-7.30786,-42.4714,1552.79,-272.789,-15.2912,1468.22,-103.738,-167.051,1414.16,-42.7993,-208.39,1486.3,56.8851,-233.401,1510.56,26.0979,-174.518,1482.5
437,-7.14599,-42.6031,1552.27,-273.219,-14.7391,1470.44,-105.925,-167.133,1413.46,-45.3446,-210.707,1484.47,54.7405,-234.187,1508.3,22.8506,-175.365,1483.48
438,-7.13927,-42.4221,1551.12,-273.647,-14.3385,1469.4,-106.453,-167.771,1413.54,-50.3955,-216.249,1485.31,49.7747,-234.469,1513.63,15.5471,-177.834,1494.98
439,-6.69934,-42.5265,1551.9,-273.045,-15.6107,1470.42,-108.801,-169.911,1409.59,-54.5641,-216.764,1483.62,43.6345,-234.853,1517.85,10.0018,-176.882,1495.63
440,-6.95862,-42.6333,1552.58,-273.526,-15.1857,1471.03,-109.772,-171.448,1413.06,-61.7644,-223.511,1488.05,33.0322,-225.577,1534.67,-8.72779,-177.639,1519.64
441,-8.00495,-42.726,1552.24,-273.914,-14.0603,1468.55,-114.08,-174.963,1411.93,-68.6311,-231.833,1485.06,27.0257,-256.516,1522.67,-2.96161,-197.398,1505.61
442,-7.88942,-41.9729,1553.51,-273.918,-14.7639,1471.01,-119.025,-179.676,1413.5,-66.306,-255.324,1459.51,17.6515,-306.295,1498.2,-12.8231,-223.84,1504.82
443,-7.00466,-44.418,1550.65,-273.862,-14.0337,1472.05,-122.539,-183.359,1418,-84.5505,-266.796,1465.05,-16.6924,-307.383,1534.98,-64.4795,-247.505,1536.66
444,-7.0833,-42.7212,1551.75,-273.713,-12.7411,1470.96,-148.572,-193.812,1392.31,-115.8,-272.182,1450.88,-43.5887,-335.943,1494.38,-50.1733,-251.351,1485.21
445,-6.68908,-43.041,1552.84,-273.724,-22.0099,1468.06,-160.836,-212.348,1390.91,-142.73,-282.95,1464.33,-65.9961,-349.81,1493.88,-66.7896,-285.653,1477.63
446,-4.35284,-47.6494,1553.55,-271.154,-28.9832,1470.62,-171.842,-224.017,1389.04,-144.815,-280.238,1471.13,-129.614,-345.498,1552.78,-94.7062,-334.011,1448.58
447,-4.25588,-49.4551,1556.2,-271.331,-34.726,1471.95,-207.193,-234.762,1369.02,-197.702,-293.315,1453.54,-168.987,-373.787,1515.91,-125.28,-319.179,1457.47
448,-3.1236,-48.0419,1553.58,-269.753,-33.6845,1471.58,-227.537,-239.97,1371.82,-240.839,-300.013,1454.26,-217.051,-396.594,1489.01,-181.173,-347.92,1459.48
449,-3.6687,-48.8899,1554.81,-270.98,-46.6401,1471.75,-250.818,-254.093,1366.48,-248.331,-309.367,1453.45,-256.092,-374.251,1536.39,-185.687,-353.89,1452.38
450,-4.46078,-46.5387,1555.47,-270.401,-40.7737,1467.43,-290.859,-248.768,1362.81,-285.781,-323.1,1434.18,-300.167,-391.091,1513.81,-235.998,-376.666,1410.28
451,-4.54284,-43.8519,1553.74,-273.544,-39.6616,1470.23,-320,-237.405,1352.1,-322.756,-324.216,1408.81,-340.533,-411.879,1466.17,-316.459,-384.908,1361.28
452,-4.35291,-43.028,1551.81,-274.315,-33.0897,1472.85,-347.238,-220.074,1351.04,-367.514,-321.571,1345.8,-370.181,-375.627,1437.14,-357.779,-344.882,1272.77
453,-3.57302,-41.3018,1549.98,-273.787,-33.5581,1473.81,-365.963,-211.154,1351.97,-398.752,-300.937,1391.45,-428.277,-375.285,1460.9,-416.6,-348.298,1333.26
454,-4.01764,-39.6077,1548.61,-275.215,-28.6764,1473.89,-391.942,-194.566,1355.58,-451.074,-279.582,1350.99,-471.832,-341.727,1434.56,-460.45,-299.079,1276.78
455,-5.3342,-39.989,1548.7,-277.111,-32.4616,1470.83,-420.953,-173.625,1348.22,-472.228,-249.366,1398,-522.283,-316.338,1464.26,-522.721,-281.653,1348.63
456,-4.19194,-40.0681,1546.24,-276.847,-28.8498,1468.58,-438.827,-158.996,1355.29,-518.917,-224.102,1371.45,-558.127,-281.432,1452.87,-550.193,-242.553,1302.53
457,-1.32149,-39.3362,1545.08,-271.752,-21.2208,1464.93,-453.48,-121.689,1353.28,-531.556,-183.132,1384.27,-602.379,-234.59,1445.12,-567.126,-211.515,1321.4
458,-1.40104,-40.2867,1545.67,-271.901,-20.626,1460.46,-472.007,-105.939,1366.05,-561.199,-152.046,1395.66,-641.56,-190.313,1455.46,-601.368,-171.854,1331.72
459,-0.423685,-42.2836,1542.29,-270.824,-21.7163,1455.02,-477.913,-88.0435,1359.19,-578.482,-94.4564,1388.32,-610.049,-145.827,1477.27,-623.371,-74.3018,1327.51
460,0.841364,-45.3028,1543.46,-266.971,-13.8534,1453.75,-489.125,-42.944,1376.33,-582.253,-65.753,1418.24,-676.165,-76.6187,1468.77,-636.651,-59.9338,1362.6
461,-0.0364333,-42.7304,1540.19,-268.779,-15.2537,1450.04,-496.671,-0.335912,1384.65,-592.63,-13.5223,1424.83,-681.114,-22.5495,1485.08,-645.143,-3.25201,1367.81
462,1.14411,-43.2853,1538.21,-267.002,-11.3798,1448.59,-487.353,21.2775,1366.71,-558.9,47.2828,1438.68,-637.474,94.361,1494.61,-627.963,55.8111,1403.18
463,2.95374,-40.6403,1537.74,-261.229,5.77172,1446.14,-487.817,54.4902,1399.41,-580.127,54.7042,1448.11,-673.98,75.6397,1494.85,-634.51,79.0711,1398.06
464,2.64512,-39.2717,1540,-261.921,16.7217,1445.67,-491.523,72.717,1410.69,-583.099,73.1963,1462.99,-673.133,88.2262,1520.78,-639.67,97.8258,1414.24
465,3.47137,-35.4787,1541.68,-259.888,34.733,1443.76,-489.91,99.8571,1408.95,-576.878,90.0286,1469.88,-676.24,121.09,1503,-640.463,110.599,1426.78
466,0.782266,-30.2741,1536.96,-260.225,42.4325,1448.81,-487.596,103.251,1415.78,-576.04,99.2951,1472.08,-671.022,131.755,1510.5,-634.61,127.396,1428.48
467,0.279412,-29.0282,1535.01,-258.893,48.8331,1449.16,-485.989,108.343,1418.02,-572.394,102.15,1476.54,-671.225,143.091,1481.52,-634.179,116.359,1431.18
468,0.304699,-26.4431,1535.08,-259.994,50.3408,1451.31,-487.347,108.898,1419.51,-574.611,103.864,1476.93,-671.377,149.846,1477.24,-635.411,121.296,1431.31
469,0.797614,-26.6389,1534.28,-259.241,50.0772,1449.62,-486.524,108.425,1416.89,-573.704,103.107,1474.42,-669.286,150.965,1467.17,-634.698,119.52,1428.67
470,2.02425,-25.5618,1533.51,-258.945,49.404,1451.72,-485.357,105.261,1412.08,-571.719,100.153,1470.55,-659.966,113.798,1529.44,-632.635,120.818,1426.68
471,2.05238,-25.0475,1531.17,-259.421,45.7174,1449.78,-485.163,102.41,1411.15,-570.149,87.1582,1469.39,-673.315,113.329,1476.8,-632.681,91.6022,1423.55
472,1.83143,-24.9577,1530.26,-260.117,44.5665,1450.44,-486.296,98.0093,1411.35,-569.471,76.9123,1470.17,-651.847,112.3,1412.56,-632.019,73.9697,1424.38
473,1.83602,-24.9617,1530.25,-260.111,44.5539,1450.42,-486.292,97.98,1411.32,-569.469,76.8559,1470.13,-652.163,112.137,1412.91,-632.01,73.8972,1424.33
474,4.52633,-26.6374,1528.9,-256.999,41.0356,1449.21,-482.674,87.8792,1403.68,-561.603,67.3625,1467.75,-644.533,88.2365,1404.71,-624.68,53.0762,1425.35
475,4.96811,-27.6357,1528.41,-256.78,38.0913,1449.71,-482.713,79.4089,1402.44,-563.588,65.1173,1465.45,-649.96,78.7968,1405.47,-625.058,46.3726,1422.69
476,4.74122,-28.2821,1528.26,-256.797,34.0998,1446.8,-483.418,70.8425,1399.76,-566.734,69.6541,1461.07,-646.312,67.0412,1391.13,-626.124,40.6879,1421.27
477,4.74258,-28.5677,1528.33,-256.789,33.3509,1446.44,-483.391,69.291,1398.62,-567.236,66.9934,1459.19,-646.116,64.1153,1388.46,-626.021,37.7595,1418.68
478,4.37374,-28.3022,1528.13,-256.991,33.8891,1447.16,-482.242,67.7044,1393.26,-563.74,64.6912,1456.7,-646.513,61.1482,1390.83,-623.553,34.8069,1418.42
479,4.59543,-28.6356,1528.09,-256.732,33.4593,1445.84,-482.686,67.7691,1394.12,-564.741,66.3103,1457.08,-644.192,60.6193,1387.2,-624.36,35.5227,1419.04
480,4.80062,-28.3324,1527.52,-256.448,33.1058,1445.78,-482.068,67.6855,1394.16,-564.065,66.3193,1456.98,-644.484,60.9298,1388.4,-623.606,35.62,1418.95
481,4.86931,-28.4851,1527.35,-256.495,32.9413,1445.66,-482.225,67.5057,1394.17,-563.865,66.7794,1457.52,-641.869,60.3023,1386.25,-623.697,35.835,1420.1
482,5.51377,-28.6942,1528.1,-256.122,33.2469,1445.57,-482.313,68.4724,1394.22,-562.733,67.1504,1459.46,-644.402,59.1681,1392.22,-622.993,34.8321,1423.58
483,5.10454,-28.3218,1528.58,-256.605,32.9948,1446.7,-483.432,68.1167,1399.22,-562.04,72.9404,1466.33,-619.342,52.1453,1379.62,-623.093,37.4451,1435.26
484,5.0904,-28.338,1528.64,-256.719,32.9793,1447.02,-483.642,68.1442,1399.96,-561.675,73.4886,1467.7,-621.02,52.5361,1382.41,-623.051,37.9151,1437.35
485,5.1914,-28.4227,1528.23,-256.76,32.7469,1446.9,-483.923,67.7619,1400.83,-559.384,75.0197,1471.26,-630.232,54.0069,1395.26,-621.882,38.7824,1444.16
486,5.50482,-27.9084,1527.1,-255.601,31.3495,1444.86,-481.547,67.7792,1397.86,-560.431,82.0106,1462.76,-642.003,53.4792,1401.97,-619.908,39.6032,1438.7
487,5.25224,-28.2598,1529,-256.083,30.5105,1445.44,-482.442,68.0478,1399.24,-565.483,86.2959,1457.95,-621.282,40.3222,1380.65,-622.467,39.8043,1434.99
488,5.00883,-28.2315,1529.03,-256.529,30.4174,1446.61,-482.928,67.9456,1401.33,-565.966,84.9476,1460.3,-628.174,43.2748,1385.59,-623.016,39.2587,1436.09
489,5.05349,-28.4843,1529.21,-257.148,30.0363,1448.43,-484.111,67.5798,1405.56,-564.45,86.9327,1467.54,-623.603,41.2235,1392.65,-622.815,40.9945,1447.13
490,5.28875,-28.7249,1529.45,-257.387,29.4079,1449.68,-484.756,66.5666,1408.31,-563.49,87.2776,1471.94,-628.151,41.6368,1401.65,-622.463,41.1085,1453.85
491,5.29677,-28.7442,1529.52,-257.454,29.3227,1449.92,-484.887,66.4124,1408.81,-563.318,87.3647,1472.73,-628.922,41.7266,1403.32,-622.386,41.1434,1455.09
492,5.29677,-28.7442,1529.52,-257.454,29.3227,1449.92,-484.887,66.4124,1408.81,-563.318,87.3647,1472.73,-628.922,41.7266,1403.32,-622.386,41.1434,1455.09
493,5.24034,-28.7375,1529.8,-257.567,29.235,1450.33,-485.053,66.2273,1409.42,-563.208,87.4334,1473.6,-629.866,41.8345,1405.18,-622.352,41.1469,1456.39
494,5.24034,-28.7375,1529.8,-257.567,29.235,1450.33,-485.053,66.2273,1409.42,-563.208,87.4334,1473.6,-629.866,41.8345,1405.18,-622.352,41.1469,1456.39
495,5.2235,-28.737,1529.9,-257.599,29.2162,1450.46,-485.094,66.197,1409.59,-563.225,87.4369,1473.78,-629.992,41.8444,1405.46,-622.378,41.1459,1456.62
496,5.25513,-29.713,1530.26,-257.796,28.7054,1452.47,-485.101,65.3071,1410.94,-568.232,85.839,1468.67,-624.087,42.7712,1389.82,-626.502,41.7692,1444.32
497,5.20353,-29.673,1530.65,-257.838,28.7981,1452.87,-485.109,65.7347,1411.45,-569.35,85.3048,1467.89,-627.914,45.3153,1389.38,-627.18,41.8062,1441.55
498,5.0635,-30.2902,1531.81,-257.997,29.0627,1454.65,-485.722,66.2304,1415.86,-571.073,84.7642,1470.99,-626.049,46.2411,1389.21,-628.499,42.1609,1442.38
499,4.53703,-30.2384,1531.8,-258.558,29.2798,1454.5,-486.255,65.9087,1414.54,-570.096,86.7894,1471.2,-627.476,44.4769,1392.96,-628.188,42.7717,1446.22
500,4.73341,-30.4493,1532.15,-258.328,32.0076,1456.03,-487.243,66.9645,1420.36,-572.58,84.8402,1475.99,-627.226,48.4037,1392.85,-630.396,43.2968,1446.33
501,4.40349,-29.9183,1532.49,-259.165,32.0117,1456.53,-488.292,66.5434,1420.09,-572.782,86.2659,1476.6,-639.249,50.006,1402.32,-630.925,43.1047,1449.81
502,4.48807,-30.2362,1533.5,-259.529,32.8228,1458.36,-489.239,66.916,1422.77,-572.93,85.5764,1481.1,-629.385,48.3115,1399.18,-631.975,43.9474,1453.51
503,5.65568,-30.4503,1533.81,-258.937,33.8478,1458.91,-488.975,67.6484,1421.06,-576.591,84.6288,1474.43,-625.647,52.9202,1385.34,-634.343,45.9485,1440.06
504,5.50103,-30.5486,1534.68,-260.041,33.3431,1462.68,-490.822,66.7451,1428.99,-574.272,86.35,1487.89,-638.294,54.2393,1409.01,-634.453,46.5054,1459.51
505,5.24412,-28.1898,1533.77,-260.431,36.5501,1464.57,-489.827,64.162,1420.11,-570.137,73.6121,1485.3,-646.638,54.0416,1413.98,-631.069,36.7202,1454.89
506,5.16848,-28.0622,1533.76,-260.431,36.9202,1466.85,-488.425,63.3091,1417.24,-569.888,66.6896,1481.25,-651.497,50.5339,1415.26,-628.934,29.5661,1447.93
507,5.78731,-25.5193,1532.14,-260.863,37.9307,1471.67,-489.254,43.9185,1420.48,-563.265,27.0452,1490.62,-629.98,53.2277,1412.68,-630.001,15.9354,1453.71
508,3.89571,-26.5609,1534.83,-264.42,37.0434,1473.81,-492.173,34.6284,1413.62,-578.121,13.3982,1468.18,-634.238,26.39,1378.56,-634.063,-7.87019,1418.87
509,4.57735,-26.3762,1537.22,-267.592,39.5436,1475.44,-497.259,32.0898,1408.97,-572.809,-7.68066,1471.1,-669.491,-21.9124,1424.72,-626.817,-42.6285,1425.7
510,3.96046,-25.9245,1538.45,-269.378,39.1242,1480.94,-496.886,25.3744,1408.25,-568.259,-38.8151,1452.27,-667.973,-80.3797,1458,-615.905,-65.8931,1395.72
511,4.6871,-25.8404,1538.94,-269.075,39.4344,1485.74,-490.976,7.99028,1402.96,-559.582,-60.5182,1444.47,-632.963,-118.562,1498.5,-597.353,-96.8077,1385.81
512,3.52037,-25.7775,1540.57,-272.556,38.3127,1490.29,-478.664,-28.454,1386.79,-550.552,-92.4722,1431.15,-639.218,-146.246,1463.33,-586.675,-133.264,1373.9
513,2.92572,-25.9439,1543.86,-277.025,34.4134,1495.67,-469.765,-54.693,1379.08,-532.768,-128.331,1424.28,-601.335,-190.442,1482.94,-562.613,-174.929,1366.86
514,1.92192,-25.9342,1543.56,-279.419,28.8113,1495.47,-453.773,-82.4917,1369.06,-480.879,-162.414,1434.86,-550.237,-205.809,1507.82,-560.432,-168.56,1435.96
515,1.1742,-25.3599,1543.12,-279.699,28.2655,1500.15,-429.489,-91.1271,1353.57,-457.215,-167.466,1422.42,-505.378,-252.253,1471.29,-460.368,-236.636,1383.57
516,1.24574,-27.6731,1543.11,-276.185,25.2799,1499.57,-412.604,-114.878,1363.3,-421.724,-210.977,1405.19,-457.533,-262.213,1493.01,-485.071,-212.159,1451.48
517,2.34587,-26.5658,1544.6,-274.215,23.9804,1498.49,-382.438,-131.423,1354.91,-377.587,-226.409,1399.18,-414.39,-282.659,1483.02,-445.199,-240.216,1436.02
518,2.21108,-26.147,1545.48,-273.97,21.7394,1498.53,-367.886,-144.432,1357.93,-331.767,-240.816,1376.83,-382.903,-275.93,1464.27,-384.565,-279.209,1419.59
519,3.47722,-29.4407,1543.91,-268.456,23.4924,1496.32,-329.026,-151.159,1352.07,-303.551,-249.662,1333.05,-299.558,-265.55,1437.81,-318.431,-291.532,1396.16
520,3.26331,-31.5088,1546.07,-271.123,14.3936,1495.94,-272.712,-172.89,1352.68,-230.626,-230.154,1276.63,-249.29,-221.167,1381.23,-208.127,-298.185,1306.46
521,3.83486,-32.9211,1545.2,-266.333,19.2804,1485.27,-249.992,-174.827,1353.97,-237.331,-239.446,1434.08,-212.358,-246.555,1331.07,-188.944,-295.88,1412.79
522,3.06417,-34.3624,1546.83,-266.725,17.058,1485.39,-209.888,-177.084,1366.27,-187.101,-241.136,1444.48,-194.264,-175.841,1361.09,-135.403,-292.916,1419.63
523,2.76424,-35.2754,1545.5,-267.213,18.3562,1484.01,-205.225,-181.497,1376.46,-174.031,-217.725,1468.66,-184.759,-180.754,1369.48,-103.978,-249.636,1460.21
524,2.97546,-35.0123,1545.31,-267.02,13.3754,1480.93,-182.27,-186.159,1390.15,-129.322,-213.231,1475.17,-171.46,-178.426,1384.02,-71.5873,-260.304,1454.29
